Unnamed: 0,Sales_ID,Product_Category,Sales_Amount,Discount,Sales_Region,Date_of_Sale,Customer_Age,Customer_Gender,Sales_Representative
77635,b00c842a-283b-40fe-af1f-c5d4f20dc50f,Music,,,Lake Joseph,2024-01-23,,,Ann Kim
24035,d80c6262-f089-4df2-8e73-3f90849096e6,Baby Products,902.35,27.91,West Marcusfort,2024-06-20,36.0,Other,Nicholas Edwards
96251,78e42267-4d9f-44a6-8d9b-d1cf28bd2f8c,Automotive,,,North Bryanstad,2024-04-09,,,Daniel Smith
84913,0566bbac-cce2-488c-a045-f820a7c91bec,Baby Products,147.34,10.38,South Antonio,2024-02-28,49.0,Other,Christopher Torres
33319,034b2f51-4bc6-46d5-b0a8-9ffa8d2e47ad,Software,615.94,45.53,Moyerstad,2024-01-29,28.0,Male,Jessica Simpson
18732,aa2473aa-151e-4ae7-8149-d227f84ef5e5,Software,104.01,18.47,Lake Brittanyville,2024-07-11,32.0,Male,Jacob Harris
72180,b0db6052-7c34-468b-bcab-15fe84782895,Toys,535.67,0.33,Robertsburgh,2024-02-19,60.0,Male,Michael Rios
63743,2ab132f0-c4f5-4dd0-abc1-ec4b2ed68341,Music,983.24,19.76,West Juan,2024-07-28,65.0,Other,Sean Sanders
48527,10765720-86e2-4a67-96a1-9f28dc884988,Movies,594.43,14.99,Lake John,2024-01-16,30.0,Male,Toni Torres
96308,d34621bf-7d09-46ce-a7a6-d5abd61b9925,Clothing,631.48,9.23,Doyleton,2024-07-02,22.0,Other,Frederick Brady
74497,4074c970-1d29-4479-857b-204a1d927a21,Personal Care,241.46,1.38,North Teresa,2024-01-08,43.0,Male,Omar Cortez
56598,1e7b71b4-91db-4fe0-b4fa-ba5bc80a4357,Office Supplies,881.07,18.26,Lindsaychester,2024-02-29,64.0,Other,Philip Johnson
96260,15ce2cc2-d388-47cc-9f66-22b6eb5af80e,Movies,,,Harveyburgh,2024-03-28,,,Sydney Cuevas
82211,28adbdac-adab-4e61-ba3e-b8b7d0a7fd92,Personal Care,421.17,18.66,Hortonberg,2024-02-09,64.0,Other,Paul Luna
82019,50f2509c-c73f-4b4d-9337-5165db94d465,Health,193.16,26.47,Manuelfurt,2024-02-29,26.0,Other,Michelle Forbes
30417,74d7bd4e-c3e6-41f5-ab5a-8c0e9b664245,Pet Supplies,,,Natalieland,2024-06-03,,,Robert Horn
6843,3dbd8a86-6354-45ba-a6d5-9b92152d8911,Furniture,882.13,42.35,Andersonstad,2024-01-12,28.0,Female,Matthew Johnson
9853,c978c4fb-e06e-4f98-ac8f-2ff86d38e5bb,DIY,506.21,7.24,New David,2024-03-28,22.0,Female,Morgan Thomas
46217,ab041b83-ad15-4ec2-8ee3-00f923e4f8d5,DIY,962.02,32.05,Jessicaberg,2024-05-04,30.0,Male,Jennifer Mcgee
48403,30793712-894a-46e5-9e01-79131683d5c4,Beauty,797.85,47.77,Zacharyshire,2024-03-16,56.0,Other,Michael Harris
62854,58a1533d-e4da-4758-a56a-b77ad5b8c518,Health,895.03,12.56,Loribury,2024-04-09,22.0,Male,Marie Doyle DDS
39813,7851a24b-3faa-4219-b726-b0447bb51da1,Tools,300.44,44.37,Davidton,2024-05-24,32.0,Other,Briana Jordan
91764,6b64754d-0623-4966-ab1d-2467fe5a35de,Toys,818.72,46.5,South Wayneport,2024-08-31,64.0,Male,Carrie Johnston
98804,37ffc093-3477-43b7-b4f4-f29eac7644bc,Home & Kitchen,215.74,41.07,New Davidside,2024-01-20,53.0,Female,Michael Baldwin
22999,9147c083-20f5-4132-ac6c-4d3941240781,Movies,,,Jeffreymouth,2024-03-03,,,Ryan Jones
82605,865a32a5-84e5-421d-ad72-e80959b02226,Groceries,347.57,18.98,Jillburgh,2024-02-11,69.0,Male,Kayla Mann
84014,e3a23e21-7099-48e8-98c3-ba7680b55b03,Beauty,,,Jessicastad,2024-01-08,,,Dean Sweeney
28326,5f3a1940-7c8c-43eb-aec2-6233f9086b79,Groceries,,,South Kyleborough,2024-01-12,,,Jennifer Morrison
76914,2186ef70-5904-44eb-847f-c6a59eaef71e,Appliances,886.62,26.97,North Gerald,2024-01-10,44.0,Other,Carrie Hernandez
61652,12f875ae-4416-453e-861b-f87d34912f1f,Jewelry,917.08,48.08,Pattersonland,2024-07-16,62.0,Other,Jacqueline Green
58991,f6c625e1-3e71-4ff4-9163-76e242f6aadf,Home & Kitchen,127.01,48.06,New Duanebury,2024-06-04,63.0,Other,Mary Webb MD
20274,531d459e-0852-4f3f-a9c9-65cb1a997ddf,Books,624.18,46.2,Andrewfurt,2024-07-20,63.0,Other,James Roy
74017,c86d1e33-ee16-4feb-b6eb-4a79fcb92a5a,DIY,430.06,43.2,Aprilberg,2024-04-15,68.0,Other,Taylor Hoffman
16129,2f92cd6a-87c9-4355-a2d5-86f656809236,Furniture,932.84,30.01,South Thomas,2024-01-23,56.0,Male,Richard Vega
42947,a7bb972e-1ac0-4413-ac12-62c2a694d2f6,Beauty,391.8,37.48,Amyberg,2024-03-08,51.0,Other,Alejandra Jackson
56275,2cb4f168-e8be-4f51-ad77-8670e02c6cb1,Office Supplies,628.52,42.15,New Kimberlystad,2024-04-05,65.0,Other,Alison Burch
6313,a731ec25-cb17-433e-b287-52f5c78e32c8,Beauty,943.11,4.0,Lake Bethmouth,2024-02-01,60.0,Male,Paul Cunningham
29391,bab3c49a-876c-4497-9dba-27b6ed3e7dc0,Electronics,424.38,43.42,North Maria,2024-01-11,54.0,Male,Amanda Young
19526,22bbaea3-fb13-4e90-bd83-e2905876444d,Home & Kitchen,449.95,33.46,Bonillabury,2024-02-10,37.0,Other,Max Matthews
11861,37456afc-7757-44b8-92c9-732b4455b4b5,Music,,,Lake Alexandra,2024-05-10,,,Amber Quinn
47453,29ee8373-8ceb-4f1c-8f77-930f63a08821,Appliances,482.56,1.08,Lauraton,2024-01-01,44.0,Female,Sonya Bailey
29454,2fce7fde-5dbe-412f-8faf-eaf9d8a97a3c,Office Supplies,879.19,44.99,North Elijah,2024-03-26,69.0,Male,Bryan Cabrera
67926,35205218-a81b-4e0f-875b-4d6fd5110b18,Sports,987.56,0.06,Port April,2024-08-05,27.0,Male,David Rocha
36925,c7bed5bd-6aae-43b1-8508-d061ff8c5dcd,Software,431.03,47.68,Ibarrastad,2024-02-18,58.0,Female,Rachael Garrison
73825,a349c850-a588-4177-b7ea-eed28978a38b,Software,249.28,12.87,Taylorfort,2024-08-01,50.0,Male,Jeremy Greer
7201,92c51fb7-06ab-4a28-aa8d-59ea2fe10601,DIY,,,West Jamesshire,2024-08-29,,,Cynthia Collins
20172,bf84bd88-774e-4dfd-8176-764ac7b3eda8,Tools,162.75,44.7,West Michael,2024-05-12,34.0,Male,Bailey Patterson
82038,46bceaf8-a2b1-4c3d-b18a-e0f0b8e6d8ba,Jewelry,,,East Noah,2024-08-27,,,Ruth Miller
81479,fa9c28ff-0348-4e24-846b-59fca8b444b3,Movies,274.23,23.09,Port Larryport,2024-06-09,39.0,Other,Jennifer Johnson
42657,63eab148-5d47-40e1-bd02-fce610b3f92a,Tools,600.69,36.65,Barkermouth,2024-03-26,55.0,Female,James Humphrey
41455,50d1703e-e7a3-4671-984d-ebcf9cefa1e9,Clothing,549.25,10.0,Garrettside,2024-05-23,29.0,Other,Martin House
59250,f9e2a432-174b-4063-9a11-5a050f0ba638,Beauty,900.25,28.21,Robertstad,2024-07-05,64.0,Male,Dawn Cox
70346,0d2fd8fd-1104-48df-a019-4257b8eea7b8,Toys,967.52,20.58,East Micheal,2024-07-19,37.0,Other,Kelly Newton
41648,8da0f9da-cb20-4534-967d-19dd75b6d660,Music,666.37,14.83,West Kendra,2024-02-19,68.0,Other,Matthew Holland
88790,b0360ee9-5e44-48d7-946c-15d6e89ec4d6,Tools,268.7,12.56,New Bryan,2024-08-09,22.0,Female,John Beck
74052,e112a22c-ffef-4d98-92e1-9b2471746f10,Health,,,North Anthonyland,2024-02-29,,,Lauren Murray
31078,00374039-62a2-4d7a-a8e7-fcb8d295512c,Groceries,105.81,20.7,Henrytown,2024-01-14,24.0,Female,Joseph Larson
58794,96d895ee-a90e-4069-a727-4ef20f9c06e0,Outdoor,852.09,19.44,East Kaitlynville,2024-06-12,32.0,Other,Christian Peterson
49035,de085322-81da-4fd4-a132-6c9e99621b72,Garden,181.63,23.43,North Alan,2024-04-28,56.0,Other,Jamie Lloyd
96032,2641af86-d3ba-4db5-828b-07ad05450860,DIY,925.42,20.28,Port Jacob,2024-05-12,18.0,Female,Jacqueline Trujillo
78822,a9cb735d-2416-4218-825f-5dd5aff18553,Software,469.55,10.39,Figueroatown,2024-05-22,42.0,Female,David Wheeler
90307,95b46bd9-ee49-43be-b958-527f0271f3f2,Personal Care,,,West Corey,2024-06-27,,,Kelly Marquez
57768,15f78d2c-c689-476d-9073-f366d8b6633d,Music,626.96,37.98,Port Seth,2024-08-28,47.0,Female,Teresa Evans
55138,93e6cb82-2688-4fa5-ab1e-c5681d1dbe68,DIY,305.06,19.8,North Christopher,2024-05-24,31.0,Female,Elizabeth Reed
91690,94562207-b7aa-4fb0-bf7d-5ac078fad0a0,Furniture,506.74,17.69,New Vickifurt,2024-03-24,18.0,Other,Megan Williams
7336,de8357e1-f6c5-44aa-b82d-f2c1a4fa8ba2,Movies,431.66,45.69,Clarkmouth,2024-04-23,23.0,Male,Mark Parks
25925,e943b8f7-0400-4ef6-a46d-932f4c63729b,Appliances,245.1,18.82,Karinaville,2024-07-16,25.0,Female,Amber Miller
29413,3ca8177b-dc4b-4231-9fad-62662cd49265,Personal Care,177.58,17.09,West Danielburgh,2024-07-15,59.0,Female,Jeffrey Johnson
91854,0912bde7-2227-47b3-af89-cd048f4ad54d,Furniture,457.79,10.67,Port Julieside,2024-05-16,35.0,Other,Jacqueline Miller
52827,72dc9d30-328b-4f48-b342-f6c52c216982,Home & Kitchen,122.21,34.75,East Donaldhaven,2024-03-19,61.0,Female,Troy Oconnell
62997,1b09487d-a080-4af6-9d22-75fce4c4f6f8,Groceries,602.19,6.98,Josephfort,2024-06-14,34.0,Male,Christopher Barker
67869,460e40b9-fb60-4477-9a31-b7c396c25642,Toys,210.72,28.08,Martinezmouth,2024-06-27,62.0,Female,Robert Schultz
34910,1d936d8d-fffe-4bb6-971b-114241e3a4cc,Home & Kitchen,,,Cliffordfurt,2024-01-12,,,Robin Alvarado
1549,550a0abf-8ec6-40e1-ba97-648f18e530a2,Pet Supplies,687.72,47.32,Lauraborough,2024-09-09,37.0,Other,Mr. Jeffrey Farley
28303,5c6cfbc8-f227-4b17-8a94-bb50d5bf5f52,Home & Kitchen,390.09,5.61,North Antonio,2024-02-22,23.0,Female,Jeffrey Thompson
50011,859ad8fb-925c-451e-a20f-f255ef1f36ec,Appliances,945.68,40.0,Lake Karenfurt,2024-06-20,22.0,Female,Jennifer Leblanc
19664,c4a52cb8-b1b9-4f35-b9b2-9454025b2e23,Home & Kitchen,,,South Tina,2024-05-14,,,Heather Romero
65880,c180e7a8-46e0-484e-8165-a39644105be1,Garden,552.82,45.25,Wellsville,2024-01-08,64.0,Male,Christopher Willis
66582,1a1fe7c6-2c5f-4002-ae81-8f01709af9ac,Clothing,167.75,43.22,Port Micheal,2024-05-21,47.0,Other,Richard White
73015,ccb382d5-d416-447e-9583-d3e4684f2949,Groceries,884.52,33.81,New Michaelbury,2024-04-06,39.0,Male,Madison Henderson
69025,99d1259b-3fe6-42f9-b3ba-f273e90c74d4,Music,281.26,43.85,Jeremybury,2024-05-31,38.0,Other,Madeline Porter
46016,dd444783-2537-4e8e-b4c1-cb9ad4b91177,Sports,445.4,28.36,Port Jamesport,2024-04-27,46.0,Male,Kelly Miller
788,d49a8d95-e9fa-4742-85c7-836fc2f489d7,Baby Products,451.36,11.43,Wernerport,2024-01-27,42.0,Other,Keith Franklin
61728,25895081-56a1-48c9-8b2c-71f835c46ace,Home & Kitchen,,,Charlestown,2024-01-11,,,Jordan Sandoval
62975,f8008fd8-cd69-435a-9e4d-b1b24193c6b6,Automotive,,,New John,2024-03-26,,,Melissa Morgan
38308,8914df56-9967-40d0-82c8-ede73eb54119,Tools,,,North Josephborough,2024-01-02,,,Vanessa Alvarez
83563,f0007a28-a906-4f73-95b7-99831b3ff95a,Health,698.52,8.59,Lake Sonyaland,2024-03-06,52.0,Other,Caitlin Perez
86110,8f8fea29-bcba-451e-b6d3-6397d1d5ddf5,Clothing,377.95,34.59,North Amandastad,2024-03-19,56.0,Female,Joshua Baker
65237,1fb5ff2c-85dd-4df7-9555-9f1913a2b1f3,Music,698.9,45.49,Huntland,2024-06-11,38.0,Male,Daniel Lewis
9842,1c3499ba-451e-403f-be9b-4dc41e558b03,Baby Products,,,Steventon,2024-01-26,,,Mary Anderson
88063,c538a072-a0a3-4a16-8943-52f129fdb6d6,Movies,275.52,5.6,West Christianberg,2024-04-29,39.0,Female,Craig Vega
16098,434fb65c-922d-415b-b6e2-e3d7f2efecb4,Music,969.96,43.48,Michaelview,2024-03-16,21.0,Other,Mark Johnson
97292,924348d6-007f-4c2c-95f0-a56c3203b256,Furniture,657.26,16.64,South Hannah,2024-07-30,58.0,Other,Laurie Phillips
57503,8660ee09-9782-444a-96c7-888d2853ac5c,Baby Products,748.5,5.28,South Neil,2024-02-22,52.0,Male,Daniel Mason
81967,e8d6c01a-1a80-4177-a308-2d361bd966cb,Outdoor,991.13,26.37,Littlechester,2024-02-27,64.0,Male,Melissa Young
36980,e76ddd26-f724-4b53-ae53-68983b88a312,Electronics,973.1,9.12,South Amanda,2024-03-01,40.0,Other,Matthew Hawkins
82773,c9ef844c-f780-45c8-81eb-5c29935d07ee,Furniture,482.62,30.74,Josetown,2024-01-21,31.0,Male,Corey Brown
89504,271c2dd4-c830-48cb-b95f-24a723674f25,Tools,564.28,35.25,Lake Jay,2024-04-07,30.0,Female,Kevin Bass
69219,33f58689-a6ee-4ca5-bbaa-f6d1d1b318de,Appliances,886.06,29.4,Howardport,2024-06-28,50.0,Female,Dawn Black
41507,89a24e92-467d-4d6c-96cc-0c83270ad956,Pet Supplies,553.53,14.3,Matthewville,2024-02-19,52.0,Female,Kristina Schmidt
56405,f11f8cc8-1881-4b05-83ed-6424cabd7f06,Home & Kitchen,273.36,48.35,South Daryl,2024-04-02,51.0,Male,Ryan Marshall
72155,558e9e7d-6cf4-4067-b076-76022e4bc8e9,DIY,427.26,24.12,Brownmouth,2024-07-02,59.0,Male,Kevin Huerta
31409,520e547e-1c0c-460c-b259-d66fef47ef3a,Tools,550.48,43.27,New Steven,2024-06-28,21.0,Other,Nicole Collins
57967,c06e4307-0358-4a43-a4de-c14dcdc2f1d1,Office Supplies,463.16,4.47,Flowersborough,2024-03-25,50.0,Other,Cristian West
73337,5012b373-1b0b-44ee-bd84-4e4ffee2f843,Garden,,,Lake Justin,2024-08-23,,,Michelle Reynolds
46420,2d492341-e9f1-4061-8ca5-59103a3a751f,Beauty,858.44,33.68,Yoderburgh,2024-07-18,43.0,Female,Dennis Barnes
53829,43e232c6-6c26-4018-9edf-dacacdab584b,Software,609.23,34.87,South Donna,2024-08-20,59.0,Female,Richard Chavez
68922,8c3f1986-e266-44c5-967f-b66ed70a3ca4,Clothing,630.04,2.75,Rosefurt,2024-05-10,38.0,Male,Amber Koch
2212,7a4da6f8-da80-40d8-9561-b48aff6b7639,Automotive,286.83,28.49,West Patriciafort,2024-05-09,41.0,Male,Tabitha Thompson
52539,fbe62ede-1f3f-487e-a4c3-42b279b63f97,Software,395.56,1.14,Francoside,2024-07-23,33.0,Male,Edward Johnson
95695,4cfeccbc-0232-400a-b9d2-81141abe8e19,Personal Care,828.54,23.68,Lambertside,2024-09-05,22.0,Male,Mary Brown
4831,8d0d9ccf-790f-477a-9c0b-2f453f253458,Sports,722.33,33.74,Rickchester,2024-02-12,31.0,Other,Rebecca Stevens
93050,89367e86-c8eb-4044-b817-e32450c94ca9,Furniture,953.89,1.57,West Kyle,2024-01-27,28.0,Male,Tristan Gay
13773,969b6669-8fad-4562-968c-fc3e8b525ceb,Tools,688.66,12.23,Chadborough,2024-05-27,37.0,Male,Rebecca Thomas
98295,204f4e37-0e73-433a-be57-35ab2529d835,Groceries,284.97,12.36,New John,2024-04-03,40.0,Other,John Scott
37179,ac52dbc4-5a8a-47ad-ba7f-2438d3fb4210,DIY,975.57,35.98,Kevinview,2024-02-02,31.0,Other,Garrett Porter
96711,cf774298-8ee0-46e6-88f1-357a2ef10161,DIY,832.89,1.0,East Madelineshire,2024-01-27,28.0,Other,Brandon Miller
57887,0d2b2be4-1f8f-4666-9e71-4f67f3a120e9,Appliances,709.2,13.81,Cruzchester,2024-06-19,29.0,Other,Michelle Glenn
19524,7d63f81c-089e-4acf-9439-c09d7fe16efe,Pet Supplies,,,Lake Vanessaberg,2024-01-14,,,Leon Andersen
53277,eeed6337-3018-49b4-bd19-de479868ffaf,Furniture,251.68,34.84,Scottton,2024-07-30,54.0,Male,Anthony Hayes
62333,b8344a9c-bdd8-4532-87aa-cc3b7c4a8603,Baby Products,,,East Gabrielton,2024-06-18,,,Steven Jackson
36960,b8f6efed-d69d-4463-8f99-ed62e9d11b52,Music,187.96,23.4,Hollowaytown,2024-05-23,35.0,Male,Anthony Morales
22122,a5edff81-1aa3-45ef-9aaa-1782ddb8a969,DIY,327.78,34.78,North Jonathanmouth,2024-04-20,59.0,Female,Christopher Wagner
75709,42d23bd2-3934-4d64-b2e5-cbd6e23bd47b,Personal Care,479.12,0.5,Port Barbaraport,2024-04-05,25.0,Male,Nathan Perry
12966,832ce1b8-550b-47cd-aa5d-252382c6414d,Clothing,928.36,35.63,Andersonchester,2024-03-04,61.0,Female,Benjamin Clarke
18166,20a852d2-04bf-49d7-8e07-c275e17eb6ef,Office Supplies,496.12,31.36,South Michael,2024-05-11,30.0,Female,Brenda Curry
35480,f734581e-88f9-49df-95c6-0b805b531f8f,Furniture,394.09,0.63,Connieberg,2024-08-23,53.0,Female,Julia Sharp
95852,0eea7c2a-cbcf-49c5-bcec-f788dc173f2c,Garden,913.91,18.28,Mckenzieberg,2024-02-18,22.0,Female,Jennifer Henderson
43295,553697f1-34f2-4310-9c17-d0a60a944fb1,Books,789.87,0.7,Davidton,2024-01-20,62.0,Male,Michael Curtis
63283,ddfe1744-102d-4bda-8b25-010cda99d4d3,Music,587.97,42.23,Roweside,2024-01-14,34.0,Male,Christina Johnson
30334,504553da-84ac-48d7-9b49-840a602af611,Music,809.8,23.8,Knightmouth,2024-06-19,58.0,Male,Ryan Melton
71659,6489ed3f-a9fb-4890-8150-7c7120e5cfda,Toys,903.36,26.49,Davidfurt,2024-05-24,25.0,Other,Kevin Miller
65935,9856851b-fb6e-49f5-8079-5e28d2a0e0bd,Clothing,311.37,27.01,West James,2024-06-25,24.0,Female,Christopher Wright
3166,a886e894-5f37-48cb-946f-498319d96ff2,Music,826.41,43.35,Brownhaven,2024-03-12,53.0,Other,Angelica Clark
68233,60193176-91b4-4ad4-8e5d-ef577a834c05,Home & Kitchen,,,South Jerry,2024-06-06,,,Sarah Rivera
43165,6f0f2981-14d7-44f2-a412-845425064a5d,Automotive,949.76,25.78,Salasfurt,2024-01-15,57.0,Male,Ryan Mendoza
68966,aee7423b-c9fe-4dfe-87cc-c97dce8442ed,Clothing,437.74,42.74,Jenniferville,2024-07-25,26.0,Female,Jennifer Green
52293,5858d616-6ab1-4469-ad98-fd1a08a5da01,Appliances,423.95,6.85,Lake Joseph,2024-08-26,68.0,Other,Anthony Mendez
25011,bd05c774-53f3-4096-a5d2-6b85da5a9e65,Beauty,283.86,19.02,Richbury,2024-08-29,32.0,Female,Robert Jones
97548,21ecd056-102b-45a9-b7a3-2bc76a0d083c,Software,852.67,18.42,South Suzannehaven,2024-06-18,53.0,Other,Antonio Ramirez
46128,a5b7b411-781f-43f8-a69a-987dbdc3841d,Outdoor,470.08,30.23,Robertburgh,2024-06-12,43.0,Female,Scott Cole
39183,39059bf5-082f-4a54-b553-735178b50ea6,Pet Supplies,152.47,6.01,Maryside,2024-04-03,51.0,Male,John Cook
77744,9f04a5fc-a069-477e-9874-2b6d8aa40aa3,Garden,,,Ashleyburgh,2024-06-13,,,Jill Clark
75307,9e1817ad-8ac7-4ac6-b6b4-27fd5384a8a3,Pet Supplies,177.02,43.9,Jillborough,2024-04-28,41.0,Other,Shirley Davis
9845,3767eb3c-050b-45c0-a5b4-963617a56ad4,Automotive,980.22,9.65,Huntside,2024-02-01,51.0,Other,John Smith
39548,987eb6a5-bd34-47ce-b459-6b158bb5ca4b,Garden,658.23,15.4,South Kevin,2024-01-21,22.0,Female,Michael Morgan
24934,9a58889d-7de9-4c68-ba91-70348f24bc71,Music,397.36,46.11,Lake Howardburgh,2024-08-10,49.0,Other,Clinton Deleon
28601,ea75a992-b811-4f74-aaef-93e57238415c,Personal Care,156.82,43.75,Chavezport,2024-04-06,61.0,Other,Larry Taylor
19124,b02e2648-9022-40ef-b6cf-484f016bc8e7,Personal Care,773.12,8.14,West Diana,2024-04-03,18.0,Male,Dean Nelson
47493,944a4343-e5dc-437b-ba5e-26459b9f6418,Electronics,782.76,19.38,Kevintown,2024-06-07,24.0,Male,Jessica Williams
10981,febcdf7d-3f3a-467e-9e04-25fce827f499,DIY,,,Joshuabury,2024-04-18,,,Michael Bates
12769,baa31bf1-e4ff-43f7-bf84-4bc47c3161a4,Music,498.52,22.32,East Rachel,2024-08-14,40.0,Female,James Chavez
89012,7abb70b3-e02f-4be8-8615-7caf2716409d,Appliances,994.02,11.74,West Brianberg,2024-05-23,55.0,Other,James Bell
72811,6be9cbca-fba9-4546-a7ab-bedb44c1af21,Baby Products,820.95,7.94,Port Samanthaland,2024-04-20,42.0,Female,Joseph Hamilton
50206,2813452a-89f4-4580-855f-21aa2236ff49,Tools,267.02,31.79,Kevinmouth,2024-05-31,46.0,Other,Richard Cobb
80995,919b2d60-d3cf-4e6c-8fb4-04235660cdee,Electronics,882.92,10.23,West Tammybury,2024-03-13,68.0,Other,Gabriela Dixon
15835,ecabcaf4-4cb8-4d80-99b8-77979fa53c1b,Home & Kitchen,326.67,26.93,North Cindy,2024-01-23,34.0,Female,Jeremy Fletcher
20135,8b55bfa1-858f-496a-9f40-5646816c3199,Books,257.37,29.06,New Stevenstad,2024-01-17,66.0,Female,Jaime Lee
58395,8c7a8a15-0116-41ac-a624-e7d149eeb579,Outdoor,999.97,48.06,Bowmanshire,2024-06-21,43.0,Other,Eric Fisher
54925,78c15bfe-3d68-48ad-b907-8144a33b0d0d,Personal Care,118.39,7.56,Townsendberg,2024-07-22,40.0,Other,Michael Boyle
58698,1a789538-96a7-4776-99b2-3fdae56dfd2c,Furniture,833.27,2.6,South Markfort,2024-09-08,19.0,Female,Victoria Robles
81435,22a31741-1948-435a-bf54-77ce0da966a3,DIY,,,Lake Margaret,2024-05-25,,,James Salazar
69018,3cd0d7ea-fa77-4a5d-b1b5-71410d9a9ee9,Garden,,,Tammieberg,2024-08-30,,,Michael Griffin
45757,bb437ca9-6f25-4608-898f-e021e39d425d,Appliances,958.12,15.52,Burnettton,2024-04-10,56.0,Female,Christine Martin
45145,bcb509f7-466a-4c46-a19f-e99793293f58,Software,142.66,22.96,New Earlfurt,2024-08-15,29.0,Other,Christopher Powers
98710,5455d13a-1634-43b1-832d-99b5b49791aa,Furniture,595.81,33.96,West Taylor,2024-03-15,24.0,Male,Amber Warner
34860,8e87ab2b-fb54-45c7-aab0-f3ba3d93a339,Clothing,695.72,46.27,Lake Kathleenshire,2024-02-04,40.0,Female,William Pope
88071,edc45d15-8392-4504-a99d-cb46bc1f2744,Electronics,101.32,34.3,South Jennifermouth,2024-07-11,18.0,Male,Michael Neal
37475,4620b95d-51ab-4d63-a427-62ce1153eff3,Home & Kitchen,168.78,30.91,Garciabury,2024-04-30,27.0,Female,Carl Edwards
38249,78867e03-5357-4c87-8607-15c9097034ba,Jewelry,195.57,17.53,South Cameron,2024-05-31,38.0,Male,Jeremy Lloyd
19308,6856e6b8-aab2-4387-a964-6370d8de4d67,Jewelry,256.74,6.29,Port Brenda,2024-01-29,56.0,Other,Angela Savage
4881,58612ae1-4061-4e5b-8c0b-0092a950886e,Jewelry,258.37,10.09,North Edward,2024-03-08,20.0,Other,Kimberly Scott
65945,74a19a93-c7f4-4c1a-8318-1926209c210f,Personal Care,465.22,33.45,Houseland,2024-02-13,28.0,Male,Heidi Brooks
93811,6aa3f6ae-99c2-42b3-a70a-d5fc218f02a5,Tools,841.89,5.5,East Amandaview,2024-01-05,27.0,Other,Brian Sullivan
89479,62992459-45ba-40f0-b9ad-583ac116906a,Sports,122.56,9.16,Port Sabrinahaven,2024-05-02,53.0,Other,Alec Lee
76339,7fc3d423-8ed4-41e5-9bf1-1ed09a46949e,Beauty,234.01,14.78,South Ashley,2024-06-18,35.0,Other,Timothy Roach
95983,549326df-e5c5-4608-911d-5527e28b0053,Furniture,265.93,18.78,Camposfort,2024-01-31,52.0,Other,Victor Leach
38091,68b365b0-4e80-4c1a-9c53-cb09ee606c30,Jewelry,250.97,23.66,West Andreaborough,2024-01-15,30.0,Other,Kerry Levy
53141,caa3acbe-8bc0-4c51-8228-c3c6bab402c4,Office Supplies,298.0,19.79,Christinetown,2024-03-11,40.0,Other,Alexandra Jackson
89726,c2a66d7d-fc6a-4bc4-b2e0-b180cf6fade4,Electronics,140.75,15.18,Stevenland,2024-09-06,47.0,Other,Linda Rodriguez
45325,009d0c0c-f73a-45d5-9a53-a79eb57553f9,Furniture,161.9,14.03,Blackhaven,2024-03-10,50.0,Female,Jimmy Moore
2436,77a4ccc4-9016-4900-ab40-6841d41e8faf,Office Supplies,143.21,21.34,Vaughanport,2024-06-29,46.0,Male,Charles Hobbs
71940,dabaa381-7174-4ca2-ae03-c78c56ac812e,Tools,808.14,36.14,West Stephen,2024-04-07,68.0,Male,Donald Rodgers
72937,5300c892-186d-4180-9e8c-dad565e1dad2,Electronics,488.0,14.83,Lake Brucechester,2024-07-23,56.0,Other,Laura Cruz
91838,d1b95962-9861-4cd5-b7f8-ada8993336c5,Office Supplies,186.85,43.81,Friedmanfurt,2024-08-01,65.0,Male,Michael Jordan
65186,462dbb69-245e-483a-b6d4-e693c61db266,Clothing,236.03,34.66,Joshuaberg,2024-01-14,46.0,Male,Judith Barnes
49219,621f44c3-c059-406e-a17c-a0637526f425,Electronics,387.8,13.68,Robertville,2024-09-03,60.0,Other,Jennifer Jackson
1574,48aa1f95-6974-4373-b63e-2548be79700e,Books,394.23,42.3,Johnsonshire,2024-03-30,24.0,Male,Dr. Ryan Love DDS
62392,ea4985c7-7b04-4808-a10a-6923d456a1a1,Pet Supplies,724.33,43.36,New Sarah,2024-05-06,29.0,Female,Jessica Nicholson
41134,5c3560d4-72d5-483f-b613-c0ddd2aa7443,Sports,942.41,12.61,Michaelside,2024-07-18,69.0,Male,Valerie Walker
92901,8436103a-7108-4c81-87e4-fa7921ce6875,Jewelry,422.3,40.09,New Hollyside,2024-06-30,40.0,Other,Denise Esparza
8620,95c3cb47-c650-43e0-9d04-aa88979ba080,Home & Kitchen,920.74,41.84,Robinsonton,2024-02-20,32.0,Other,Darrell Smith
17195,3c7334ea-5a06-41e0-bd3f-f176df1e178c,Outdoor,400.06,5.66,New Heather,2024-04-07,62.0,Female,Tiffany Andersen
97371,5b8ec7c2-c163-45c8-ab0e-329ff0eb2c3e,Jewelry,686.82,35.49,Flynnshire,2024-07-30,23.0,Other,Richard Shea
34789,06c1d2ef-bf66-46cf-a141-a765014d3ede,Baby Products,435.22,25.01,North Allen,2024-02-10,31.0,Male,Brandi Fernandez
41443,b07f5ea3-ef5c-4d93-93be-fdbd3ad212d7,Outdoor,,,Lauraview,2024-05-03,,,Frederick Jones
